"","V1","V2","V3"
"294",2009,6,1.0557077657435
"295",2009,7,1.0557077657435
"296",2009,8,1.0557077657435
"297",2009,9,1.0557077657435
"298",2009,10,1.0557077657435
"299",2009,11,1.0557077657435
"300",2009,12,1.0557077657435
"301",2010,1,2.00635070043543
"302",2010,2,2.00635070043543
"303",2010,3,2.00635070043543
"304",2010,4,2.00635070043543
"305",2010,5,2.00635070043543
"306",2010,6,2.00635070043543
"307",2010,7,2.00635070043543
"308",2010,8,2.00635070043543
"309",2010,9,2.00635070043543
"310",2010,10,2.00635070043543
"311",2010,11,2.00635070043543
"312",2010,12,2.00635070043543
"313",2011,1,0.979366955321285
"314",2011,2,0.979366955321285
"315",2011,3,0.979366955321285
"316",2011,4,0.979366955321285
"317",2011,5,0.979366955321285
"318",2011,6,0.979366955321285
"319",2011,7,0.979366955321285
"320",2011,8,0.979366955321285
"321",2011,9,0.979366955321285
"322",2011,10,0.979366955321285
"323",2011,11,0.979366955321285
"324",2011,12,0.979366955321285
"325",2012,1,0.754976315819991
"326",2012,2,0.754976315819991
"327",2012,3,0.754976315819991
"328",2012,4,0.754976315819991
"329",2012,5,0.754976315819991
"330",2012,6,0.754976315819991
"331",2012,7,0.754976315819991
"332",2012,8,0.754976315819991
"333",2012,9,0.754976315819991
"334",2012,10,0.754976315819991
"335",2012,11,0.754976315819991
"336",2012,12,0.754976315819991
"337",2013,1,0.987776708815524
"338",2013,2,0.987776708815524
"339",2013,3,0.987776708815524
"340",2013,4,0.987776708815524
"341",2013,5,0.987776708815524
"342",2013,6,0.987776708815524
"343",2013,7,0.987776708815524
"344",2013,8,0.987776708815524
"345",2013,9,0.987776708815524
"346",2013,10,0.987776708815524
"347",2013,11,0.987776708815524
"348",2013,12,0.987776708815524
"349",2014,1,0.967435812449973
"350",2014,2,0.967435812449973
"351",2014,3,0.967435812449973
"352",2014,4,0.967435812449973
"353",2014,5,0.967435812449973
"354",2014,6,0.967435812449973
"355",2014,7,0.967435812449973
"356",2014,8,0.967435812449973
"357",2014,9,0.967435812449973
"358",2014,10,0.967435812449973
"359",2014,11,0.967435812449973
"360",2014,12,0.967435812449973
"361",2015,1,1.75196217032354
"362",2015,2,1.75196217032354
"363",2015,3,1.75196217032354
"364",2015,4,1.75196217032354
"365",2015,5,1.75196217032354
"366",2015,6,1.75196217032354
"367",2015,7,1.75196217032354
"368",2015,8,1.75196217032354
"369",2015,9,1.75196217032354
"370",2015,10,1.75196217032354
"371",2015,11,1.75196217032354
"372",2015,12,1.75196217032354
"373",2016,1,1.61669751897298
"374",2016,2,1.61669751897298
"375",2016,3,1.61669751897298
"376",2016,4,1.61669751897298
"377",2016,5,1.61669751897298
"378",2016,6,1.61669751897298
"379",2016,7,1.61669751897298
"380",2016,8,1.61669751897298
"381",2016,9,1.61669751897298
"382",2016,10,1.61669751897298
"383",2016,11,1.61669751897298
"384",2016,12,1.61669751897298
"385",2017,1,0.521230560796768
"386",2017,2,0.521230560796768
"387",2017,3,0.521230560796768
"388",2017,4,0.521230560796768
"389",2017,5,0.521230560796768
"390",2017,6,0.521230560796768
"391",2017,7,0.521230560796768
"392",2017,8,0.521230560796768
"393",2017,9,0.521230560796768
"394",2017,10,0.521230560796768
"395",2017,11,0.521230560796768
"396",2017,12,0.521230560796768
