EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/13/2022 12:06:43 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
34,0.00343386,,0.002754953,,0.001735689,,0.0472278,,0.2307972,,0.102831,,0.02230094,,0.0059188,,0.002048914,,0.06209661,,2.716428E-05,,0.003338544,,0.0650689,,0.0008843482,,0.002224503,,0.005097776,,
35,0.003433946,,0.002770888,,0.001762068,,0.04750747,,0.2294751,,0.1028056,,0.02250459,,0.005934335,,0.0020397,,0.06086455,,2.729738E-05,,0.00334993,,0.06621122,,0.0008823987,,0.002222342,,0.005176711,,
36,0.003434032,,0.00278671,,0.001788706,,0.04779565,,0.2281286,,0.1027681,,0.02272391,,0.005953796,,0.002029403,,0.0597174,,2.744667E-05,,0.003361264,,0.06731673,,0.0008800139,,0.002247409,,0.005302226,,
37,0.004114099,,0.001453603,,0.004674058,,0.06322967,,0.2971312,,0.12863,,0.02789101,,0.006820027,,0.002284587,,0.05665593,,3.226502E-05,,0.006702791,,0.08044308,,0.001132463,,0.0007126915,,0.0006531875,,
38,0.004114212,,0.001465316,,0.004702919,,0.06330591,,0.2955517,,0.1270417,,0.02792759,,0.006831718,,0.00227423,,0.05587151,,3.23862E-05,,0.006591824,,0.08146177,,0.001130846,,0.0008300724,,0.0006921366,,
39,0.004114329,,0.001476777,,0.004732272,,0.06331594,,0.2948122,,0.1254349,,0.02792812,,0.006845993,,0.002265073,,0.05516742,,3.249038E-05,,0.006496996,,0.08250561,,0.001130025,,0.0009545707,,0.0007329072,,
40,0.00411445,,0.001488028,,0.00476216,,0.06327976,,0.2946771,,0.1238492,,0.02789927,,0.006863156,,0.002256929,,0.05454187,,3.257493E-05,,0.006415756,,0.08358371,,0.001129937,,0.001083648,,0.0007750731,,
41,0.004114576,,0.001499108,,0.004792625,,0.0632134,,0.294972,,0.1223049,,0.0278463,,0.006883521,,0.00224964,,0.05399371,,3.263434E-05,,0.006345969,,0.0847055,,0.001130471,,0.001214071,,0.0008179377,,
42,0.004114705,0.00411,0.00151005,0.000479,0.004823709,0.00103,0.0631297,0.03513732,0.2955678,0.1496791,0.1208099,0.1119206,0.02777324,0.04151691,0.006907392,0.007461612,0.002243074,0.001414162,0.05352256,0.0855,3.266094E-05,2.61E-05,0.00628585,0.00469,0.08588036,0.0827,0.001131474,0.001114706,0.001341723,0.001080877,0.0008605559,0.003409148,
43,0.004114838,,0.001520886,,0.004855452,,0.06303886,,0.2963704,,0.1193637,,0.02768318,,0.006935055,,0.002237119,,0.05312899,,3.264565E-05,,0.00623391,,0.08711749,,0.001132767,,0.001461459,,0.0009017606,,
44,0.004114974,,0.001531645,,0.004887891,,0.06294896,,0.2973116,,0.1179604,,0.02757845,,0.006966769,,0.002231683,,0.05281428,,3.257863E-05,,0.006188904,,0.08842579,,0.001134158,,0.001567279,,0.0009401998,,
45,0.004115112,,0.001542353,,0.004921067,,0.06286633,,0.2983433,,0.1165912,,0.02746081,,0.007002765,,0.002226685,,0.05258057,,3.244992E-05,,0.006149801,,0.08981372,,0.001135448,,0.001652225,,0.0009743813,,
46,0.00411525,,0.001553034,,0.004955015,,0.06279761,,0.2994321,,0.1152452,,0.02733163,,0.007043242,,0.00222206,,0.05243089,,3.224999E-05,,0.006115751,,0.09128923,,0.00113633,,0.001708362,,0.00100272,,
47,0.004115388,,0.001563712,,0.004989769,,0.06274676,,0.300556,,0.1139105,,0.02719199,,0.007088363,,0.002217752,,0.05236857,,3.197002E-05,,0.006086054,,0.09285963,,0.00113659,,0.001727215,,0.001023583,,
48,0.004115524,,0.00157441,,0.005025364,,0.06271562,,0.3017057,,0.1125763,,0.02704283,,0.007138262,,0.002213712,,0.05239727,,3.160218E-05,,0.006060146,,0.09453163,,0.001136042,,0.001699648,,0.001035338,,
49,0.005335445,,0.0008655801,,0.001307458,,0.05954817,,0.3165984,,0.1337522,,0.03519717,,0.01051467,,0.003214115,,0.02814076,,3.677485E-05,,0.004619357,,0.08355801,,0.001082213,,0.002120082,,0.0004021779,,
50,0.005335692,,0.0008727463,,0.001331174,,0.05956271,,0.3164545,,0.1326085,,0.0346007,,0.01046742,,0.003200412,,0.02897093,,3.649493E-05,,0.004642475,,0.08537725,,0.001082074,,0.002054335,,0.0004072305,,
51,0.005335941,,0.0008799861,,0.001355335,,0.05958775,,0.3160935,,0.1319262,,0.03400345,,0.0104083,,0.003187565,,0.02976867,,3.624824E-05,,0.004660196,,0.08723284,,0.001081772,,0.001991672,,0.0004120178,,
52,0.005336191,,0.0008873058,,0.001379956,,0.05962035,,0.3156027,,0.1315745,,0.03341338,,0.0103397,,0.003175589,,0.03053493,,3.602419E-05,,0.004673202,,0.08912025,,0.001081101,,0.00193188,,0.0004166065,,
53,0.005336441,,0.0008947104,,0.001405043,,0.05965682,,0.3150527,,0.1314558,,0.03283447,,0.01026347,,0.003164511,,0.03127033,,3.581858E-05,,0.004682053,,0.09103456,,0.001079873,,0.001875276,,0.0004210728,,
54,0.005336691,0.00533,0.0009022042,0.000574,0.001430606,0.00197,0.05969314,0.0847539,0.3144998,0.1286274,0.1314976,0.07458661,0.03226803,0.03909473,0.01018102,0.01742983,0.003154363,0.002986915,0.03197519,0.0403,3.563092E-05,8.06E-05,0.004687213,0.00273,0.09297062,0.0979,0.001077918,0.000976819,0.001822562,0.00239132,0.000425494,0.001586746,
55,0.00533694,,0.00090979,,0.001456648,,0.05972513,,0.3139881,,0.1316465,,0.03171369,,0.0100934,,0.003145178,,0.03264967,,3.54627E-05,,0.004689066,,0.09492323,,0.0010751,,0.001774876,,0.0004299481,,
56,0.005337189,,0.0009174699,,0.001483171,,0.05974876,,0.3135516,,0.1318637,,0.03117,,0.0100014,,0.003136989,,0.03329387,,3.531626E-05,,0.004687928,,0.09688719,,0.001071322,,0.00173345,,0.0004345119,,
57,0.005337437,,0.0009252451,,0.001510173,,0.05976024,,0.3132158,,0.1321213,,0.03063489,,0.009905597,,0.003129827,,0.0339078,,3.519419E-05,,0.004684054,,0.09885743,,0.001066527,,0.001699805,,0.0004392599,,
58,0.005337682,,0.000933116,,0.001537653,,0.05975398,,0.3130146,,0.1323997,,0.03010589,,0.009806439,,0.003123717,,0.03449145,,3.5099E-05,,0.004677643,,0.1008291,,0.001060706,,0.001675628,,0.0004442623,,
59,0.005337926,,0.0009410824,,0.001565604,,0.05972683,,0.3129618,,0.1326859,,0.02958038,,0.009704274,,0.003118682,,0.03504476,,3.50331E-05,,0.004668838,,0.1027977,,0.00105389,,0.001662697,,0.000449583,,
60,0.005338167,,0.0009491434,,0.00159402,,0.05967682,,0.3130609,,0.1329737,,0.02905596,,0.009599396,,0.003114738,,0.03556769,,3.499918E-05,,0.004657729,,0.1047589,,0.001046126,,0.001662806,,0.0004552775,,
61,0.01657216,,0.0004775125,,0.0009584397,,0.04436962,,0.2558298,,0.1232062,,0.02839518,,0.009834611,,0.0031765,,0.04200939,,9.751064E-05,,0.002218608,,0.082159,,0.000780254,,0.0009915273,,0.000199048,,
62,0.0165737,,0.0004818664,,0.0009776093,,0.04434253,,0.2572177,,0.1236643,,0.02819123,,0.009682719,,0.003167052,,0.04236634,,9.675986E-05,,0.002247644,,0.084075,,0.0007755521,,0.001020149,,0.0002019875,,
63,0.01657524,,0.0004861963,,0.0009972868,,0.04428969,,0.2584137,,0.1240516,,0.02808165,,0.009528159,,0.003155851,,0.04271869,,9.598069E-05,,0.002272492,,0.08598558,,0.0007712736,,0.001047656,,0.0002050658,,
64,0.01657677,,0.0004905051,,0.001017472,,0.04421263,,0.259454,,0.1244,,0.02804322,,0.009373596,,0.003143211,,0.04306525,,9.518416E-05,,0.002293478,,0.08788774,,0.0007673864,,0.001074038,,0.0002082771,,
65,0.01657829,,0.0004947955,,0.001038167,,0.0441133,,0.2603617,,0.1247365,,0.02805806,,0.009220498,,0.00312939,,0.04340515,,9.439109E-05,,0.002310878,,0.08977881,,0.0007638669,,0.001099041,,0.0002116177,,
66,0.0165798,0.0166,0.0004990696,0.0011,0.001059372,0.00339,0.04399402,0.04758841,0.2611504,0.2806679,0.1250838,0.0590819,0.02811247,0.0200084,0.009069521,0.01219478,0.003114596,0.004182115,0.04373788,0.0452,9.363066E-05,6.59E-05,0.002324932,0.0014,0.09165635,0.0934,0.000760693,0.001103094,0.001122094,0.001291313,0.0002150897,0.0006189882,
67,0.01658131,,0.0005033294,,0.001081088,,0.04385738,,0.2618269,,0.1254602,,0.02819596,,0.008920768,,0.003098998,,0.04406319,,9.293808E-05,,0.002335848,,0.09351818,,0.0007578413,,0.001142382,,0.000218699,,
68,0.0165828,,0.0005075764,,0.001103315,,0.04370601,,0.2623934,,0.1258804,,0.02830062,,0.008773978,,0.003082731,,0.04438082,,9.235093E-05,,0.002343809,,0.09536233,,0.0007552871,,0.001159038,,0.0002224556,,
69,0.01658427,,0.0005118121,,0.001126056,,0.0435425,,0.2628496,,0.1263556,,0.02842049,,0.008628655,,0.003065908,,0.04469057,,9.190544E-05,,0.00234898,,0.09718698,,0.000753005,,0.001171152,,0.0002263723,,
70,0.01658574,,0.0005160376,,0.00114931,,0.04336929,,0.2631881,,0.1269019,,0.02855121,,0.008484161,,0.00304862,,0.04499254,,9.163289E-05,,0.002351512,,0.09899053,,0.0007509714,,0.001177585,,0.000230464,,
71,0.01658718,,0.0005202541,,0.00117308,,0.04318859,,0.2634065,,0.1275256,,0.02868962,,0.008339779,,0.003030949,,0.04528662,,9.155631E-05,,0.002351544,,0.1007715,,0.0007491651,,0.001177407,,0.0002347465,,
72,0.01658862,,0.0005244622,,0.001197364,,0.04300191,,0.2635063,,0.1282288,,0.02883395,,0.008194842,,0.003012962,,0.04557282,,9.168781E-05,,0.002349212,,0.1025284,,0.000747572,,0.001169724,,0.0002392363,,
73,0.01380309,,0.0007302144,,0.001506166,,0.04561136,,0.2463216,,0.1066906,,0.02229376,,0.005813931,,0.002152179,,0.04873467,,3.514186E-05,,0.003942439,,0.09539649,,0.000805036,,0.002159223,,0.0001041843,,
74,0.01380424,,0.0007363245,,0.001536707,,0.04546089,,0.2463825,,0.1076799,,0.02251628,,0.005812554,,0.002140635,,0.04886711,,3.513869E-05,,0.003896198,,0.09710757,,0.0008032692,,0.002067523,,0.0001061268,,
75,0.01380537,,0.000742682,,0.001567926,,0.04533109,,0.246237,,0.1085317,,0.02271932,,0.005828908,,0.00212817,,0.04898167,,3.506227E-05,,0.00385269,,0.09880257,,0.0008015315,,0.001985333,,0.0001080518,,
76,0.01380647,,0.0007492812,,0.001599817,,0.04521747,,0.2459198,,0.1092732,,0.02290992,,0.005858625,,0.002115112,,0.04907959,,3.492861E-05,,0.003811369,,0.1004811,,0.0007998879,,0.001911787,,0.0001099563,,
77,0.01380756,,0.0007561159,,0.001632376,,0.04511653,,0.2454606,,0.1099237,,0.02309429,,0.005898306,,0.002101673,,0.04916184,,3.474536E-05,,0.003771801,,0.1021428,,0.000798428,,0.001846316,,0.0001118384,,
78,0.01380862,0.0138,0.0007631801,0.00164,0.001665597,0.00502,0.04502549,0.06835943,0.2448854,0.1796649,0.1104963,0.1313839,0.02327784,0.0146213,0.005945326,0.004585242,0.002087973,0.002765114,0.04922921,0.0404,3.451523E-05,6.67E-05,0.003733634,0.00286,0.1037873,0.104,0.0007972564,0.001756242,0.001788666,0.001253052,0.0001136978,0.0002309423,
79,0.01380966,,0.0007704681,,0.001699478,,0.04494214,,0.244217,,0.1109997,,0.02346515,,0.005997681,,0.002074071,,0.04928235,,3.423848E-05,,0.003696584,,0.1054142,,0.0007964825,,0.001738876,,0.0001155355,,
80,0.01381068,,0.0007779743,,0.001734016,,0.04486475,,0.2434753,,0.1114395,,0.0236601,,0.006053859,,0.002059977,,0.0493218,,3.391441E-05,,0.003660432,,0.107023,,0.0007962136,,0.001697176,,0.0001173534,,
81,0.01381168,,0.0007856936,,0.001769208,,0.044792,,0.242677,,0.1118189,,0.02386585,,0.006112742,,0.002045674,,0.04934807,,3.354226E-05,,0.003625006,,0.1086133,,0.0007965451,,0.001663858,,0.0001191542,,
82,0.01381266,,0.0007936208,,0.001805053,,0.04472297,,0.2418361,,0.1121383,,0.02408627,,0.006173526,,0.002031119,,0.04936164,,3.31215E-05,,0.003590189,,0.1101846,,0.0007975575,,0.001639226,,0.0001209411,,
83,0.01381362,,0.0008017506,,0.001841547,,0.04465713,,0.2409638,,0.1123987,,0.02432351,,0.006235647,,0.002016257,,0.04936294,,3.265178E-05,,0.003555912,,0.1117364,,0.0007993121,,0.001623539,,0.0001227177,,
84,0.01381456,,0.0008100778,,0.001878687,,0.04459429,,0.240067,,0.1126028,,0.02457884,,0.006298837,,0.002001034,,0.0493524,,3.213253E-05,,0.003522154,,0.113268,,0.0008018524,,0.001616965,,0.0001244875,,
85,0.01799815,,0.0008532939,,0.002460559,,0.02597694,,0.155459,,0.08515573,,0.02014068,,0.005205079,,0.00155641,,0.04750678,,1.637597E-05,,0.00329578,,0.117953,,0.0004615114,,0.001194453,,2.785497E-05,,
86,0.01799951,,0.0008624085,,0.002508281,,0.02599155,,0.1562074,,0.08582285,,0.02040852,,0.005262788,,0.001552029,,0.04756622,,1.618387E-05,,0.003267564,,0.119438,,0.0004626834,,0.001213695,,2.823714E-05,,
87,0.01800084,,0.0008717516,,0.002556888,,0.02600769,,0.1568253,,0.08639939,,0.02066294,,0.005317253,,0.001549437,,0.04761942,,1.600459E-05,,0.003238584,,0.1209031,,0.0004638022,,0.001230647,,2.861156E-05,,
88,0.01800214,,0.0008813167,,0.002606356,,0.02602577,,0.1573246,,0.0869015,,0.02090597,,0.005369951,,0.001548245,,0.04766617,,1.583478E-05,,0.003208997,,0.1223478,,0.0004649373,,0.001245304,,2.897819E-05,,
89,0.0180034,,0.0008910983,,0.002656665,,0.02604624,,0.1577159,,0.08734348,,0.02113878,,0.005422183,,0.001548137,,0.0477064,,1.567188E-05,,0.003178946,,0.1237716,,0.0004661566,,0.001257627,,2.933688E-05,,
90,0.01800464,0.018,0.0009010915,0.00225,0.0027078,0.00757,0.02606952,0.05795778,0.1580078,0.1697517,0.08773813,0.06731799,0.0213619,0.03116549,0.00547508,0.003982298,0.001548859,0.001562154,0.04774018,0.0355,1.551366E-05,2.64E-05,0.003148563,0.00255,0.125174,0.125,0.000467523,0.0004499463,0.001267498,0.0001960883,2.968734E-05,2.812155E-05,
91,0.01800585,,0.0009112919,,0.002759745,,0.02609599,,0.1582082,,0.0880968,,0.02157542,,0.005529599,,0.001550207,,0.04776768,,1.535804E-05,,0.003117966,,0.1265545,,0.0004690906,,0.001274715,,3.002915E-05,,
92,0.01800703,,0.0009216949,,0.00281249,,0.02612595,,0.158324,,0.08842945,,0.02177908,,0.005586544,,0.00155202,,0.04778919,,1.520312E-05,,0.003087259,,0.1279125,,0.0004709014,,0.001278995,,3.036178E-05,,
93,0.01800818,,0.0009322963,,0.002866023,,0.02615967,,0.1583614,,0.08874458,,0.02197246,,0.00564657,,0.001554171,,0.04780503,,1.504728E-05,,0.003056529,,0.1292474,,0.0004729815,,0.001280063,,3.068466E-05,,
94,0.01800929,,0.0009430918,,0.002920337,,0.02619731,,0.1583266,,0.08904928,,0.02215463,,0.005710522,,0.001556559,,0.04781557,,1.48893E-05,,0.003025846,,0.1305588,,0.0004753404,,0.001277669,,3.099721E-05,,
95,0.01801037,,0.0009540771,,0.002975424,,0.02623898,,0.1582256,,0.08934913,,0.02232505,,0.005778841,,0.001559109,,0.04782118,,1.472859E-05,,0.002995257,,0.131846,,0.0004779702,,0.001271596,,3.129886E-05,,
96,0.01801142,,0.0009652476,,0.003031278,,0.02628472,,0.1580642,,0.08964796,,0.02248355,,0.005851774,,0.001561776,,0.04782228,,1.456525E-05,,0.002964793,,0.1331085,,0.0004808489,,0.001261667,,3.15891E-05,,
97,0.02218841,,0.00190412,,0.004356931,,0.02853063,,0.1401975,,0.06342539,,0.0138831,,0.003186184,,0.0008565841,,0.04658452,,5.855091E-06,,0.001306372,,0.121199,,0.0005356953,,0.0007933594,,9.696007E-05,,
98,0.0221901,,0.001924733,,0.004433219,,0.02858134,,0.1403867,,0.06394152,,0.01405688,,0.003242041,,0.0008607885,,0.04663308,,5.790001E-06,,0.001309862,,0.122478,,0.0005380993,,0.0008039546,,9.778589E-05,,
99,0.02219174,,0.001945796,,0.004511151,,0.02863685,,0.140571,,0.06437729,,0.01421692,,0.003295984,,0.0008653086,,0.04667891,,5.723654E-06,,0.001311717,,0.1237309,,0.0005402023,,0.0008130154,,9.858956E-05,,
100,0.02219333,,0.001967286,,0.004590663,,0.02869716,,0.1407441,,0.06474183,,0.01436542,,0.003348325,,0.0008701537,,0.0467219,,5.657377E-06,,0.001312107,,0.1249563,,0.0005420778,,0.0008203918,,9.937349E-05,,
101,0.02219488,,0.001989183,,0.004671697,,0.02876187,,0.1409029,,0.06504282,,0.01450448,,0.003399244,,0.0008753376,,0.04676195,,5.59253E-06,,0.001311182,,0.126153,,0.0005438119,,0.0008259229,,0.0001001413,,
102,0.02219639,0.0222,0.002011464,0.00207,0.004754197,0.00675,0.02883026,0.03622047,0.141046,0.2096818,0.06528682,0.08228867,0.01463608,0.01370678,0.003448817,0.00550231,0.0008808774,0.000828459,0.04679898,0.0325,5.530484E-06,1.12E-05,0.001309079,0.000874,0.12732,0.108,0.0005454973,0.0007112055,0.000829443,0.0005547862,0.0001008973,8.012284E-05,
